,ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
905,T-4f2be5,A-3ce5b8,07-04-2023,08-04-2023 21:00,45,medium,137,5.0,False
906,T-91aaf3,A-e1462e,18-04-2023,20-04-2023 19:00,67,high,122,4.0,False
908,T-3c3935,A-c1e51e,29-01-2023,30-01-2023 02:00,26,urgent,15,3.0,False
910,T-153c4f,A-297a2d,14-05-2024,16-05-2024 07:00,55,high,9,-1.0,False
911,T-2b9ac2,A-cbbe12,30-06-2023,02-07-2023 20:00,68,low,163,5.0,False
912,T-59dfb0,A-82861f,18-12-2024,20-12-2024 11:00,59,medium,24,3.0,False
913,T-ef9608,A-2bc93d,28-05-2023,28-05-2023 17:00,17,urgent,112,4.0,False
914,T-77dffb,A-ee42db,18-12-2023,18-12-2023 11:00,11,medium,80,3.0,False
915,T-77064e,A-cab532,28-03-2024,29-03-2024 08:00,32,low,175,4.0,False
916,T-762eff,A-0f6450,24-04-2023,25-04-2023 04:00,28,low,46,3.0,False
917,T-584792,A-d82ef9,15-10-2023,17-10-2023 03:00,51,low,121,4.0,False
918,T-a67c6a,A-40de06,18-02-2024,20-02-2024 07:00,55,urgent,24,-1.0,False
919,T-0ebaee,A-659280,05-03-2024,05-03-2024 02:00,2,medium,178,-1.0,False
920,T-d035ff,A-86902e,13-03-2024,15-03-2024 06:00,54,urgent,22,-1.0,False
921,T-9e0fbe,A-42b791,12-12-2023,13-12-2023 14:00,38,urgent,34,3.0,False
922,T-48a7e1,A-0baac2,30-06-2024,01-07-2024 20:00,44,low,79,-1.0,False
923,T-7dfcbc,A-ac9111,21-06-2023,21-06-2023 20:00,20,urgent,94,5.0,False
924,T-011d44,A-dfbd31,29-03-2024,29-03-2024 13:00,13,low,159,4.0,False
925,T-371908,A-d49cc5,13-04-2024,13-04-2024 07:00,7,low,53,-1.0,False
926,T-bc73ad,A-fd7ad3,08-10-2024,09-10-2024 21:00,45,low,103,5.0,False
927,T-2d7007,A-bd4708,13-12-2024,15-12-2024 03:00,51,high,176,-1.0,False
928,T-1e7cbe,A-bb3bd4,10-07-2023,11-07-2023 01:00,25,high,158,-1.0,False
929,T-eaf4bf,A-f446b6,26-07-2023,27-07-2023 23:00,47,urgent,114,5.0,False
930,T-885cc0,A-798a3f,11-05-2024,11-05-2024 10:00,10,high,33,5.0,False
931,T-4e6353,A-ffc04f,13-05-2024,14-05-2024 05:00,29,low,123,-1.0,False
932,T-73bcc4,A-d27f50,01-05-2024,02-05-2024 11:00,35,medium,108,5.0,False
933,T-882ab9,A-65c341,23-07-2023,24-07-2023 10:00,34,high,90,-1.0,False
934,T-88c429,A-700ade,03-11-2024,04-11-2024 02:00,26,urgent,22,-1.0,False
935,T-70430b,A-856b1e,25-03-2023,26-03-2023 01:00,25,low,8,-1.0,False
936,T-36a591,A-18793f,09-12-2023,10-12-2023 21:00,45,low,99,3.0,False
937,T-016d69,A-f97b9a,18-03-2023,19-03-2023 19:00,43,high,85,-1.0,False
938,T-2a5b67,A-118d55,24-07-2023,25-07-2023 13:00,37,medium,47,5.0,False
939,T-7976e4,A-50f3f7,17-06-2023,19-06-2023 22:00,70,medium,31,5.0,False
940,T-d1973c,A-0532a9,11-03-2023,13-03-2023 07:00,55,low,88,-1.0,False
941,T-9dc012,A-fda07f,24-09-2023,24-09-2023 12:00,12,high,2,-1.0,False
942,T-d2dda8,A-81edc3,01-07-2023,02-07-2023 05:00,29,high,75,3.0,False
943,T-c01944,A-c37cab,28-03-2024,29-03-2024 18:00,42,medium,146,3.0,False
945,T-46f3a5,A-7c4956,22-12-2024,22-12-2024 11:00,11,low,64,-1.0,False
946,T-575b7e,A-e351e1,05-10-2023,05-10-2023 20:00,20,low,9,5.0,False
947,T-2e8ffa,A-56962b,15-08-2023,15-08-2023 05:00,5,medium,153,-1.0,False
948,T-e65eaf,A-5b1bcd,06-09-2024,07-09-2024 19:00,43,urgent,14,-1.0,False
949,T-d23384,A-600734,03-09-2023,05-09-2023 21:00,69,high,74,4.0,False
950,T-c512cd,A-86cdb4,07-11-2024,07-11-2024 05:00,5,high,81,3.0,False
951,T-13a6c8,A-b44e3e,27-12-2023,27-12-2023 10:00,10,urgent,119,4.0,False
952,T-c53a87,A-10b8da,19-02-2023,20-02-2023 13:00,37,high,105,-1.0,False
953,T-accc3f,A-53f4e3,20-01-2024,21-01-2024 12:00,36,urgent,55,4.0,False
954,T-4d9add,A-6965e1,12-08-2023,12-08-2023 18:00,18,high,155,3.0,False
955,T-391128,A-0dbdc6,11-09-2023,13-09-2023 22:00,70,medium,92,-1.0,False
956,T-02ebc4,A-0354fe,20-01-2023,20-01-2023 02:00,2,low,78,5.0,False
957,T-95e4c4,A-484819,24-02-2024,26-02-2024 12:00,60,low,176,4.0,False
958,T-2859a9,A-c1e51e,29-10-2024,31-10-2024 16:00,64,urgent,59,3.0,False
959,T-80caf3,A-7641d3,21-02-2023,23-02-2023 07:00,55,urgent,123,-1.0,False
960,T-fc38c0,A-a1b80b,21-01-2023,22-01-2023 12:00,36,low,107,3.0,False
961,T-d1454f,A-68f37c,12-09-2024,12-09-2024 17:00,17,medium,42,4.0,False
962,T-f79198,A-0f7d77,30-11-2023,01-12-2023 01:00,25,medium,17,-1.0,False
963,T-2f8785,A-cdf020,26-12-2023,26-12-2023 02:00,2,low,121,5.0,False
964,T-c961eb,A-f9cc74,09-12-2024,11-12-2024 02:00,50,medium,26,3.0,False
965,T-5d144c,A-462d45,18-09-2023,19-09-2023 00:00,24,urgent,43,-1.0,False
966,T-bb236d,A-cd458b,25-06-2024,26-06-2024 21:00,45,urgent,61,5.0,False
967,T-4616b9,A-17939a,06-02-2024,08-02-2024 18:00,66,high,105,5.0,False
968,T-149155,A-5b4ebb,02-01-2024,02-01-2024 11:00,11,medium,17,-1.0,False
969,T-2ef7b5,A-a1bbb6,27-10-2023,27-10-2023 01:00,1,high,168,-1.0,False
970,T-b8a88e,A-94c3cd,20-03-2023,22-03-2023 07:00,55,medium,175,4.0,False
971,T-e0928c,A-cbbe12,04-09-2023,04-09-2023 19:00,19,urgent,26,4.0,False
972,T-86e8cc,A-ced9aa,20-07-2023,20-07-2023 17:00,17,low,147,-1.0,False
973,T-1070ee,A-bb1eaa,04-10-2023,06-10-2023 03:00,51,urgent,178,-1.0,False
974,T-c5474d,A-00cac8,06-06-2023,08-06-2023 17:00,65,urgent,149,-1.0,False
975,T-3c2ede,A-a1bbb6,24-08-2023,24-08-2023 16:00,16,high,147,4.0,False
976,T-e18407,A-3b5cd1,21-12-2024,23-12-2024 12:00,60,urgent,92,-1.0,False
977,T-804db5,A-9f0b68,09-12-2024,11-12-2024 02:00,50,high,122,-1.0,False
978,T-ebcbc7,A-7e0a10,02-09-2023,02-09-2023 11:00,11,urgent,41,3.0,False
979,T-b95195,A-cdf020,11-07-2023,13-07-2023 21:00,69,medium,28,-1.0,False
980,T-326fb6,A-1f559b,28-06-2023,29-06-2023 08:00,32,high,142,4.0,False
981,T-4013e1,A-5b4ebb,19-02-2023,21-02-2023 22:00,70,low,18,5.0,False
982,T-99dba7,A-dcc3f1,01-05-2024,02-05-2024 20:00,44,low,126,4.0,False
983,T-cbc3ab,A-1f7acb,20-01-2023,22-01-2023 17:00,65,high,155,5.0,False
984,T-2354bb,A-d26ab4,30-08-2023,31-08-2023 23:00,47,medium,72,-1.0,False
985,T-4e07bf,A-600734,29-10-2023,29-10-2023 14:00,14,urgent,123,3.0,False
986,T-c39af4,A-149a69,19-10-2024,21-10-2024 17:00,65,low,59,-1.0,False
987,T-4ebe83,A-6e7827,25-09-2024,26-09-2024 11:00,35,low,86,3.0,False
988,T-00f542,A-158f4e,18-04-2024,19-04-2024 00:00,24,medium,83,5.0,False
989,T-75271b,A-751bd4,22-10-2023,22-10-2023 19:00,19,medium,101,-1.0,False
990,T-dfd61e,A-b2af2e,09-01-2024,11-01-2024 17:00,65,low,91,4.0,False
991,T-a56288,A-4a267b,22-06-2023,22-06-2023 05:00,5,high,25,5.0,False
992,T-f45502,A-781cc0,17-08-2024,19-08-2024 16:00,64,high,120,5.0,False
993,T-3bc756,A-a0ca4e,24-04-2023,24-04-2023 10:00,10,low,129,4.0,True
994,T-eb6b8e,A-02cd81,10-07-2024,10-07-2024 09:00,9,high,99,4.0,True
995,T-d8ba4b,A-ffc04f,12-11-2023,12-11-2023 01:00,1,medium,17,5.0,False
996,T-01c405,A-c16b88,15-03-2023,16-03-2023 12:00,36,medium,121,-1.0,False
997,T-e6d7c6,A-c58f49,13-08-2024,13-08-2024 13:00,13,medium,95,5.0,False
998,T-0f7d84,A-a6d261,27-10-2024,29-10-2024 00:00,48,medium,81,-1.0,False
999,T-ca8cb0,A-2b9d3e,12-03-2024,13-03-2024 04:00,28,low,127,5.0,False
1000,T-5d7ef5,A-9ee962,11-02-2024,13-02-2024 16:00,64,high,23,4.0,False
1001,T-b1720e,A-bb1486,27-08-2023,27-08-2023 13:00,13,high,118,-1.0,False
1002,T-78fcb1,A-39868b,02-01-2024,02-01-2024 18:00,18,urgent,16,5.0,False
1003,T-3b9fea,A-f97b9a,16-09-2023,16-09-2023 05:00,5,low,58,-1.0,False
1004,T-5df3d2,A-c42f1f,05-04-2024,06-04-2024 13:00,37,high,97,-1.0,False
1005,T-8206d0,A-9bfc9f,23-09-2024,24-09-2024 23:00,47,urgent,21,-1.0,False
1006,T-fa1316,A-712426,18-05-2024,20-05-2024 12:00,60,low,169,4.0,False
1007,T-ac52cc,A-87aa7b,19-03-2024,19-03-2024 01:00,1,medium,64,-1.0,False
1008,T-e8ac58,A-1ac5e0,10-01-2023,11-01-2023 21:00,45,medium,21,5.0,False
1009,T-cddf95,A-bcf87c,09-01-2024,11-01-2024 22:00,70,medium,40,3.0,False
1010,T-f0aca7,A-1b9609,22-04-2024,24-04-2024 14:00,62,urgent,74,3.0,False
1011,T-c6ee94,A-f446b6,25-11-2024,25-11-2024 18:00,18,high,127,-1.0,True
1012,T-9e6b9a,A-39868b,10-06-2023,12-06-2023 02:00,50,high,144,-1.0,False
1013,T-b04488,A-d40bf7,03-11-2024,03-11-2024 14:00,14,urgent,80,5.0,False
1014,T-2b0275,A-22f2df,14-06-2024,16-06-2024 09:00,57,high,49,-1.0,False
1015,T-49f7fa,A-68f37c,20-04-2024,20-04-2024 18:00,18,high,139,-1.0,False
1016,T-6676f9,A-3d957b,05-03-2024,07-03-2024 05:00,53,high,40,3.0,False
1017,T-820846,A-180abf,30-07-2024,30-07-2024 10:00,10,medium,44,-1.0,False
1018,T-d66f0f,A-8b25f2,03-12-2023,05-12-2023 04:00,52,medium,15,5.0,False
1019,T-4486bf,A-1619f8,11-11-2024,12-11-2024 23:00,47,urgent,152,-1.0,False
1020,T-b51da1,A-354f12,03-08-2023,05-08-2023 18:00,66,low,104,-1.0,False
1021,T-e34acc,A-9bfc9f,24-08-2023,25-08-2023 03:00,27,low,30,3.0,False
1022,T-8d5902,A-e61e98,01-07-2023,02-07-2023 15:00,39,medium,58,5.0,False
1023,T-7d878f,A-54d94a,19-07-2024,21-07-2024 19:00,67,medium,18,3.0,False
1024,T-508c6e,A-151c9a,01-06-2024,01-06-2024 23:00,23,medium,176,3.0,False
1025,T-233db8,A-a0ca4e,03-10-2023,04-10-2023 10:00,34,low,133,3.0,False
1026,T-e112be,A-34ea2f,03-11-2023,04-11-2023 16:00,40,urgent,74,4.0,False
1027,T-d6e90f,A-e4bf56,22-03-2024,24-03-2024 21:00,69,urgent,142,3.0,False
1028,T-f97a8b,A-0e966d,11-09-2024,11-09-2024 22:00,22,medium,100,5.0,True
1029,T-ed09ab,A-94d3da,27-12-2024,28-12-2024 01:00,25,high,130,-1.0,False
1030,T-2537ea,A-5a3eb9,15-04-2023,16-04-2023 16:00,40,high,71,-1.0,False
1031,T-17884a,A-104f1a,07-08-2023,08-08-2023 10:00,34,medium,38,3.0,False
1032,T-2d3ea5,A-e4bf56,27-08-2024,28-08-2024 02:00,26,urgent,124,-1.0,False
1033,T-4d29dc,A-5a92e7,04-01-2023,05-01-2023 01:00,25,urgent,147,-1.0,False
1034,T-273811,A-029f69,23-06-2023,25-06-2023 01:00,49,low,85,-1.0,False
1035,T-ce9e96,A-7a0d69,25-04-2024,25-04-2024 22:00,22,high,22,5.0,False
1036,T-d3a975,A-3ce5b8,08-10-2023,09-10-2023 10:00,34,urgent,169,3.0,False
1037,T-2e98ad,A-854864,14-09-2023,16-09-2023 06:00,54,medium,90,5.0,False
1038,T-d6da92,A-2d1036,30-11-2024,30-11-2024 07:00,7,urgent,83,5.0,False
1039,T-7b5fdd,A-5a184f,28-06-2023,28-06-2023 04:00,4,low,56,5.0,False
1040,T-629f53,A-37f969,29-12-2023,29-12-2023 19:00,19,low,176,-1.0,True
1042,T-2b2a49,A-39b19f,04-06-2024,05-06-2024 04:00,28,medium,174,-1.0,False
1043,T-e6e80e,A-ffc04f,23-06-2023,23-06-2023 21:00,21,urgent,21,-1.0,False
1044,T-df5e8e,A-b48f73,22-06-2023,23-06-2023 15:00,39,high,40,3.0,False
1045,T-bf2cc6,A-e2cd1b,12-05-2023,13-05-2023 08:00,32,high,162,3.0,False
1046,T-b43b6a,A-4ae22a,09-08-2024,09-08-2024 09:00,9,urgent,10,-1.0,False
1047,T-d553b7,A-39b19f,06-08-2023,07-08-2023 01:00,25,low,5,4.0,False
1048,T-0313d4,A-ad64c6,04-11-2024,06-11-2024 04:00,52,medium,173,-1.0,False
1049,T-8d4cd3,A-f25509,13-07-2023,15-07-2023 20:00,68,high,169,-1.0,False
1050,T-67350b,A-8adedc,19-08-2024,19-08-2024 18:00,18,low,19,-1.0,False
1051,T-81c410,A-3f9cc0,07-12-2023,09-12-2023 08:00,56,urgent,138,-1.0,False
1052,T-e6e1ba,A-d922bf,28-05-2023,29-05-2023 17:00,41,medium,146,-1.0,True
1053,T-91edfc,A-92a3af,30-03-2024,01-04-2024 09:00,57,medium,68,-1.0,True
1054,T-51cf8c,A-fe79a5,25-05-2023,25-05-2023 07:00,7,medium,123,5.0,False
1055,T-ea95ef,A-751c58,07-02-2023,08-02-2023 08:00,32,medium,147,4.0,False
1056,T-10ac61,A-2d4502,02-05-2024,02-05-2024 02:00,2,urgent,171,5.0,False
1057,T-902d96,A-76fa4d,27-12-2024,29-12-2024 11:00,59,high,147,4.0,False
1058,T-317894,A-0651a4,20-04-2024,20-04-2024 01:00,1,high,135,3.0,False
1059,T-4e9902,A-42b791,22-06-2023,22-06-2023 13:00,13,high,162,5.0,False
1060,T-2d6f9d,A-fabe19,23-05-2023,24-05-2023 08:00,32,urgent,63,-1.0,False
1061,T-21a62a,A-bc4d48,20-09-2024,20-09-2024 09:00,9,medium,104,5.0,False
1062,T-435417,A-02cd81,02-02-2024,02-02-2024 06:00,6,urgent,44,5.0,False
1063,T-f0ad1e,A-940b8b,14-07-2023,14-07-2023 15:00,15,low,164,5.0,False
1064,T-9a49dd,A-3ce5b8,08-05-2023,09-05-2023 18:00,42,high,65,4.0,False
1065,T-20d400,A-c9bb3e,14-10-2023,15-10-2023 11:00,35,high,169,-1.0,False
1066,T-437e48,A-9174e0,30-10-2024,31-10-2024 01:00,25,urgent,161,5.0,False
1067,T-1948cd,A-bc87bc,10-11-2023,12-11-2023 03:00,51,medium,28,-1.0,False
1068,T-b9ca29,A-e98302,28-08-2024,30-08-2024 16:00,64,low,37,4.0,False
1069,T-f9f1f5,A-e19ff6,21-04-2023,23-04-2023 03:00,51,high,109,4.0,False
1070,T-437b2d,A-95b24a,06-11-2023,07-11-2023 09:00,33,high,12,3.0,False
1071,T-12a7d7,A-80eeb6,02-08-2023,02-08-2023 02:00,2,low,59,3.0,False
1072,T-99ec8e,A-f9cc74,14-11-2024,16-11-2024 15:00,63,low,129,3.0,False
1073,T-cb95ef,A-c4ea60,16-02-2023,18-02-2023 10:00,58,low,74,3.0,False
1074,T-27d929,A-10b8f2,10-11-2023,12-11-2023 11:00,59,urgent,26,5.0,False
1075,T-6faf48,A-7c83a1,21-04-2024,21-04-2024 03:00,3,high,82,5.0,False
1076,T-7b5e96,A-b9eed8,29-09-2024,29-09-2024 23:00,23,high,162,4.0,False
1077,T-cc3d2a,A-b11cd0,31-01-2024,31-01-2024 07:00,7,medium,104,-1.0,False
1078,T-99abf9,A-2edab2,31-07-2023,31-07-2023 01:00,1,high,135,3.0,False
1079,T-9eecab,A-f3ff05,17-07-2023,18-07-2023 03:00,27,high,122,-1.0,False
1080,T-276a05,A-c37cab,17-10-2023,19-10-2023 14:00,62,high,144,3.0,True
1081,T-1e080e,A-712426,04-08-2024,04-08-2024 15:00,15,urgent,66,5.0,False
1082,T-da9234,A-7da956,20-04-2024,21-04-2024 11:00,35,medium,112,5.0,False
1083,T-a6cf94,A-1b707d,18-10-2024,19-10-2024 08:00,32,medium,160,-1.0,False
1084,T-78ed7c,A-b07346,13-08-2024,15-08-2024 22:00,70,high,31,4.0,False
1085,T-82f258,A-ff3c73,19-03-2023,21-03-2023 18:00,66,medium,79,3.0,False
1086,T-256979,A-038089,02-04-2023,02-04-2023 09:00,9,low,96,-1.0,False
1087,T-8e9bd1,A-1f7acb,27-06-2024,29-06-2024 22:00,70,medium,131,5.0,False
1088,T-544625,A-a8b49c,23-09-2023,26-09-2023 00:00,72,low,105,4.0,False
1089,T-298948,A-fdfc91,06-02-2024,08-02-2024 05:00,53,urgent,105,4.0,False
1090,T-21611f,A-82861f,27-01-2023,28-01-2023 05:00,29,low,19,3.0,False
1091,T-24643b,A-d922bf,21-02-2024,21-02-2024 02:00,2,low,130,3.0,False
1092,T-2708ab,A-96e141,07-11-2023,07-11-2023 08:00,8,medium,42,4.0,False
1093,T-5e7096,A-44dc83,18-10-2023,19-10-2023 23:00,47,low,35,-1.0,False
1094,T-7ba83f,A-ffc04f,01-02-2023,02-02-2023 23:00,47,high,47,4.0,False
1095,T-e14078,A-e2cd1b,27-04-2023,27-04-2023 02:00,2,urgent,16,-1.0,False
1096,T-f2e96f,A-96e141,24-04-2023,24-04-2023 17:00,17,urgent,130,-1.0,False
1097,T-519a0a,A-f5641b,09-08-2024,11-08-2024 14:00,62,medium,132,-1.0,False
1098,T-dca519,A-ce66f8,14-09-2024,14-09-2024 07:00,7,urgent,47,-1.0,False
1099,T-b9e44a,A-1ac5e0,10-06-2023,12-06-2023 14:00,62,medium,13,-1.0,False
1100,T-17e8e9,A-7c6b6b,03-09-2023,04-09-2023 09:00,33,high,63,5.0,False
1101,T-82ae01,A-49b828,03-06-2023,03-06-2023 06:00,6,medium,150,4.0,False
1102,T-e51e43,A-4e960a,30-04-2023,30-04-2023 13:00,13,low,41,5.0,False
1103,T-45e6da,A-1e6fc3,08-03-2024,09-03-2024 09:00,33,low,120,3.0,False
1104,T-b5aa6f,A-7c83a1,14-02-2023,15-02-2023 20:00,44,low,85,4.0,False
1106,T-6e76a6,A-625d0b,17-09-2023,18-09-2023 13:00,37,urgent,141,-1.0,False
1107,T-09dd85,A-fd7ad3,06-02-2023,06-02-2023 14:00,14,low,12,3.0,False
1108,T-1cd0a4,A-35083d,25-06-2024,27-06-2024 06:00,54,low,61,5.0,False
1109,T-d5ea25,A-9289f6,14-10-2024,16-10-2024 11:00,59,low,56,5.0,False
1110,T-a4d85c,A-0f6450,03-04-2023,05-04-2023 08:00,56,medium,37,3.0,False
1111,T-db00f6,A-c1e51e,13-08-2024,14-08-2024 08:00,32,urgent,101,3.0,False
1112,T-6c817f,A-6da850,01-08-2023,03-08-2023 23:00,71,urgent,69,-1.0,False
1113,T-1bcdb6,A-cbd1a3,28-06-2024,28-06-2024 03:00,3,medium,12,4.0,False
1114,T-c475b2,A-712533,29-10-2024,29-10-2024 23:00,23,high,76,4.0,False
1115,T-a3df20,A-39ddf4,09-03-2024,11-03-2024 20:00,68,high,118,-1.0,False
1116,T-7214d0,A-443f6f,06-09-2024,06-09-2024 13:00,13,urgent,42,5.0,False
1117,T-4cc9eb,A-bc87bc,29-12-2024,31-12-2024 19:00,67,low,46,5.0,False
1118,T-c1ca2b,A-7920cc,18-06-2023,19-06-2023 09:00,33,low,150,5.0,False
1119,T-9f48ae,A-22d9d2,22-01-2024,22-01-2024 19:00,19,medium,87,5.0,False
1120,T-63aaba,A-241e75,07-09-2023,08-09-2023 16:00,40,medium,21,-1.0,False
1121,T-bb3cde,A-bbc346,09-06-2023,11-06-2023 02:00,50,urgent,128,4.0,False
1122,T-4336b6,A-ed510f,22-06-2024,24-06-2024 09:00,57,low,19,-1.0,False
1123,T-c30ac0,A-2f6a32,06-05-2024,08-05-2024 09:00,57,medium,5,4.0,False
1124,T-a80aac,A-443b7c,18-06-2023,19-06-2023 11:00,35,medium,12,-1.0,False
1125,T-37c256,A-856b1e,11-01-2024,13-01-2024 17:00,65,low,133,-1.0,False
1126,T-334013,A-3be56b,17-07-2023,19-07-2023 17:00,65,medium,96,4.0,False
1127,T-970159,A-e888d1,09-02-2024,10-02-2024 22:00,46,urgent,95,-1.0,True
1128,T-ded4a8,A-0a282f,03-05-2024,05-05-2024 00:00,48,urgent,35,5.0,False
1129,T-9f7253,A-883b7d,23-06-2023,23-06-2023 17:00,17,urgent,144,4.0,False
1130,T-0a9b1f,A-9208f0,27-01-2023,27-01-2023 19:00,19,medium,166,-1.0,True
1131,T-fa88e4,A-95b24a,14-03-2024,14-03-2024 08:00,8,high,122,5.0,False
1132,T-665175,A-883b7d,01-12-2024,01-12-2024 21:00,21,urgent,13,3.0,False
1133,T-2ca24a,A-42e5e1,22-05-2024,22-05-2024 18:00,18,high,51,4.0,False
1134,T-7bc25b,A-337bc1,10-08-2023,10-08-2023 21:00,21,medium,7,4.0,False
1135,T-df171c,A-09540c,24-02-2024,25-02-2024 05:00,29,high,72,4.0,False
1136,T-ed6cdf,A-977ca0,02-06-2023,05-06-2023 00:00,72,medium,100,-1.0,False
1137,T-07f485,A-55f257,03-06-2024,05-06-2024 05:00,53,urgent,150,5.0,False
1138,T-09825e,A-dbc825,30-09-2024,30-09-2024 22:00,22,urgent,34,-1.0,False
1139,T-bc2607,A-39b19f,06-08-2024,08-08-2024 17:00,65,high,155,5.0,False
1140,T-df9fc9,A-43a9e3,24-03-2023,26-03-2023 16:00,64,urgent,90,4.0,False
1141,T-f9ca4b,A-8ed5dd,03-06-2023,03-06-2023 21:00,21,low,180,5.0,False
1142,T-8d4c7f,A-f446b6,31-10-2023,02-11-2023 07:00,55,urgent,68,-1.0,False
1143,T-a9fa22,A-9a532a,04-05-2023,06-05-2023 22:00,70,low,81,-1.0,False
1144,T-216c7c,A-fa3095,27-06-2024,28-06-2024 02:00,26,low,71,5.0,False
1145,T-650a6d,A-fe79a5,10-04-2023,12-04-2023 18:00,66,high,26,5.0,False
1146,T-b01917,A-625d0b,24-12-2023,26-12-2023 16:00,64,high,135,-1.0,False
1147,T-b154de,A-600734,16-04-2023,18-04-2023 23:00,71,urgent,57,-1.0,True
1148,T-8ece2f,A-9123ac,09-09-2024,09-09-2024 03:00,3,urgent,102,5.0,False
1149,T-e12097,A-86fc1d,03-08-2024,04-08-2024 02:00,26,urgent,29,5.0,False
1150,T-9e1726,A-5fe118,25-07-2023,25-07-2023 19:00,19,urgent,26,4.0,False
1151,T-e45d87,A-296d7c,08-07-2024,09-07-2024 04:00,28,low,139,5.0,False
1152,T-4da38c,A-42e5e1,05-06-2023,06-06-2023 18:00,42,low,69,4.0,False
1153,T-4fd4ae,A-e7beab,19-10-2023,21-10-2023 06:00,54,low,110,-1.0,False
1154,T-10a089,A-9c18c4,22-04-2024,24-04-2024 08:00,56,high,165,-1.0,False
1155,T-73db23,A-89ee83,26-01-2023,27-01-2023 05:00,29,urgent,146,-1.0,False
1156,T-ebb149,A-0baac2,14-09-2024,15-09-2024 16:00,40,high,154,5.0,False
1157,T-6b1dfe,A-832ec2,14-04-2024,14-04-2024 04:00,4,high,87,4.0,True
1158,T-418d3f,A-e98302,29-06-2023,29-06-2023 16:00,16,medium,84,4.0,False
1159,T-22724b,A-94c3cd,17-08-2024,19-08-2024 13:00,61,high,145,3.0,False
1160,T-57b938,A-dfbd31,22-07-2023,24-07-2023 17:00,65,high,145,-1.0,False
1161,T-9ce175,A-82d8a6,05-03-2024,05-03-2024 11:00,11,medium,164,-1.0,False
1162,T-1173d2,A-7641d3,14-12-2024,15-12-2024 20:00,44,high,88,3.0,False
1163,T-fbc3c3,A-65a46c,17-03-2023,18-03-2023 15:00,39,urgent,51,-1.0,False
1164,T-383e2b,A-86fc1d,24-12-2024,24-12-2024 17:00,17,urgent,140,-1.0,False
1165,T-8cb85f,A-d82ef9,07-05-2023,07-05-2023 10:00,10,urgent,34,4.0,False
1166,T-2b566c,A-cbd1a3,08-09-2024,10-09-2024 22:00,70,medium,167,-1.0,False
1167,T-f93d8a,A-e83938,23-12-2023,23-12-2023 08:00,8,medium,41,-1.0,False
1168,T-1374f5,A-6f50ae,18-10-2024,19-10-2024 02:00,26,medium,59,4.0,False
1169,T-4adbf1,A-149a69,22-03-2023,24-03-2023 05:00,53,urgent,169,-1.0,False
1170,T-67bfa4,A-eb7fac,23-04-2024,24-04-2024 13:00,37,urgent,75,4.0,False
1171,T-9f2d91,A-2e3bad,20-09-2024,20-09-2024 18:00,18,low,110,-1.0,False
1172,T-320686,A-7c5768,10-03-2023,10-03-2023 08:00,8,high,170,5.0,False
1173,T-a838f4,A-e36807,22-05-2024,24-05-2024 21:00,69,medium,159,4.0,False
1174,T-d9f5fb,A-ab438f,28-06-2024,30-06-2024 15:00,63,urgent,86,4.0,False
1175,T-4dc68c,A-1f0ac7,12-04-2024,12-04-2024 14:00,14,low,174,-1.0,False
1176,T-5ef304,A-faa28c,18-01-2024,19-01-2024 20:00,44,low,139,4.0,False
1177,T-cfec7f,A-089363,22-08-2023,22-08-2023 21:00,21,medium,75,4.0,False
1178,T-9b3a8d,A-f1f639,21-04-2024,21-04-2024 21:00,21,urgent,90,4.0,False
1180,T-a9e396,A-8adedc,28-03-2023,30-03-2023 06:00,54,low,124,-1.0,False
1181,T-9df65f,A-c42f1f,29-06-2024,30-06-2024 12:00,36,urgent,8,-1.0,False
1183,T-ff4462,A-702032,23-07-2024,23-07-2024 03:00,3,high,140,-1.0,False
1184,T-e8df78,A-e83938,01-12-2024,01-12-2024 03:00,3,low,52,3.0,False
1185,T-082788,A-00bed1,14-12-2023,14-12-2023 06:00,6,urgent,174,-1.0,False
1186,T-41c4aa,A-f45426,31-10-2023,31-10-2023 11:00,11,low,144,-1.0,False
1187,T-559617,A-69b156,15-07-2023,15-07-2023 20:00,20,high,30,-1.0,False
1188,T-91b90d,A-e08cd3,26-12-2024,26-12-2024 17:00,17,high,109,4.0,False
1189,T-9f53ca,A-1b9609,23-01-2024,24-01-2024 05:00,29,high,157,-1.0,False
1191,T-b1c40d,A-139c3b,05-04-2023,05-04-2023 13:00,13,low,37,4.0,False
1192,T-b68fa5,A-e08cd3,13-10-2023,13-10-2023 11:00,11,medium,101,-1.0,False
1193,T-13b65c,A-e43bf7,24-04-2024,24-04-2024 18:00,18,urgent,135,5.0,True
1194,T-2c42d0,A-e693b6,06-07-2023,06-07-2023 01:00,1,urgent,144,3.0,False
1195,T-583d4d,A-df1e44,12-05-2023,13-05-2023 14:00,38,medium,91,5.0,False
1196,T-19c13c,A-fdfc91,27-04-2023,27-04-2023 13:00,13,urgent,177,-1.0,False
1197,T-671909,A-310452,05-05-2023,07-05-2023 10:00,58,medium,60,5.0,False
1198,T-cdecbd,A-9c18c4,08-12-2024,08-12-2024 12:00,12,low,133,3.0,False
1199,T-8934e8,A-92a3af,22-04-2024,24-04-2024 23:00,71,medium,49,-1.0,False
1200,T-9d9a08,A-66224b,22-03-2024,24-03-2024 18:00,66,urgent,105,3.0,False
